,id,name,form,gen,type1,type2,stats,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg,ability_0,ability_1,ability_hidden,ev_yield,catch_rate,growth_rate,egg_groups,male_percent,female_percent,egg_cycles,egg_steps,is_legendary,evo_1,evo_1_details,evo_2,evo_3,evo_2_details,evo_stage,evo_is_final
672,6,Charizard,Mega Charizard X,6,fire,dragon,634,78,130,111,130,85,100,Flame Pokémon,1.7,90.5,Blaze,,Solar Power,3 Sp. Atk,45,Medium Slow,"Dragon,Monster",87.5,12.5,20.0,5140.0,0,Charizard,,,,,1.0,1
673,6,Charizard,Mega Charizard Y,6,fire,flying,634,78,104,78,159,115,100,Flame Pokémon,1.7,90.5,Blaze,,Solar Power,3 Sp. Atk,45,Medium Slow,"Dragon,Monster",87.5,12.5,20.0,5140.0,0,Charizard,,,,,1.0,1
674,9,Blastoise,Mega Blastoise,6,water,,630,79,103,120,135,115,78,Shellfish Pokémon,1.6,85.5,Torrent,,Rain Dish,3 Sp. Def,45,Medium Slow,"Monster,Water 1",87.5,12.5,20.0,5140.0,0,Blastoise,,,,,1.0,1
675,15,Beedrill,Mega Beedrill,6,bug,poison,495,65,150,40,15,80,145,Poison Bee Pokémon,1.0,29.5,Swarm,,Sniper,"2 Attack, 1 Sp. Def",45,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Beedrill,,,,,1.0,1
676,18,Pidgeot,Mega Pidgeot,6,normal,flying,579,83,80,80,135,80,121,Bird Pokémon,1.5,39.5,Keen Eye,Keen Eye,Big Pecks,3 Speed,45,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Pidgeot,,,,,1.0,1
677,65,Alakazam,Mega Alakazam,6,psychic,,600,55,50,65,175,105,150,Psi Pokémon,1.5,48.0,Synchronize,Synchronize,Magic Guard,3 Sp. Atk,50,Medium Slow,Human-Like,75.0,25.0,20.0,5140.0,0,Alakazam,,,,,1.0,1
678,80,Slowbro,Mega Slowbro,6,water,psychic,590,95,75,180,130,80,30,Hermit Crab Pokémon,1.6,78.5,Oblivious,Oblivious,Regenerator,2 Defense,75,Medium Fast,"Monster,Water 1",50.0,50.0,20.0,5140.0,0,Slowbro,,,,,1.0,1
679,94,Gengar,Mega Gengar,6,ghost,poison,600,60,65,80,170,95,130,Shadow Pokémon,1.5,40.5,Cursed Body,,,3 Sp. Atk,45,Medium Slow,Amorphous,50.0,50.0,20.0,5140.0,0,Gengar,,,,,1.0,1
680,115,Kangaskhan,Mega Kangaskhan,6,normal,,590,105,125,100,60,100,100,Parent Pokémon,2.2,80.0,Early Bird,Early Bird,Inner Focus,2 HP,45,Medium Fast,Monster,0.0,100.0,20.0,5140.0,0,Kangaskhan,,,,,1.0,1
681,127,Pinsir,Mega Pinsir,6,bug,flying,600,65,155,120,65,90,105,Stag Beetle Pokémon,1.5,55.0,Hyper Cutter,Hyper Cutter,Moxie,2 Attack,45,Slow,Bug,50.0,50.0,25.0,6425.0,0,Pinsir,,,,,1.0,1
682,130,Gyarados,Mega Gyarados,6,water,dark,640,95,155,109,70,130,81,Atrocious Pokémon,6.5,235.0,Intimidate,,Moxie,2 Attack,45,Slow,"Dragon,Water 2",50.0,50.0,5.0,1285.0,0,Gyarados,,,,,1.0,1
683,142,Aerodactyl,Mega Aerodactyl,6,rock,flying,615,80,135,85,70,95,150,Fossil Pokémon,1.8,59.0,Rock Head,Rock Head,Unnerve,2 Speed,45,Slow,Flying,87.5,12.5,35.0,8995.0,0,Aerodactyl,,,,,1.0,1
684,150,Mewtwo,Mega Mewtwo X,6,psychic,fighting,780,106,190,100,154,100,130,Genetic Pokémon,2.0,122.0,Pressure,,Unnerve,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Mewtwo,,,,,1.0,1
685,150,Mewtwo,Mega Mewtwo Y,6,psychic,,780,106,150,70,194,120,140,Genetic Pokémon,2.0,122.0,Pressure,,Unnerve,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Mewtwo,,,,,1.0,1
686,181,Ampharos,Mega Ampharos,6,electric,dragon,610,90,95,105,165,110,45,Light Pokémon,1.4,61.5,Static,,Plus,3 Sp. Atk,45,Medium Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Ampharos,,,,,1.0,1
687,208,Steelix,Mega Steelix,6,steel,ground,610,75,125,230,55,95,30,Iron Snake Pokémon,9.2,400.0,Rock Head,Rock Head,Sheer Force,2 Defense,25,Medium Fast,Mineral,50.0,50.0,25.0,6425.0,0,Steelix,,,,,1.0,1
688,212,Scizor,Mega Scizor,6,bug,steel,600,70,150,140,65,100,75,Pincer Pokémon,1.8,118.0,Swarm,Swarm,Light Metal,2 Attack,25,Medium Fast,Bug,50.0,50.0,25.0,6425.0,0,Scizor,,,,,1.0,1
689,214,Heracross,Mega Heracross,6,bug,fighting,600,80,185,115,40,105,75,Single Horn Pokémon,1.5,54.0,Swarm,Swarm,Moxie,2 Attack,45,Slow,Bug,50.0,50.0,25.0,6425.0,0,Heracross,,,,,1.0,1
690,229,Houndoom,Mega Houndoom,6,dark,fire,600,75,90,90,140,90,115,Dark Pokémon,1.4,35.0,Early Bird,Early Bird,Unnerve,2 Sp. Atk,45,Slow,Field,50.0,50.0,20.0,5140.0,0,Houndoom,,,,,1.0,1
691,248,Tyranitar,Mega Tyranitar,6,rock,dark,700,100,164,150,95,120,71,Armor Pokémon,2.0,202.0,Sand Stream,,Unnerve,3 Attack,45,Slow,Monster,50.0,50.0,40.0,10280.0,0,Tyranitar,,,,,1.0,1
692,254,Sceptile,Mega Sceptile,6,grass,dragon,630,70,110,75,145,85,145,Forest Pokémon,1.7,52.2,Overgrow,,Unburden,3 Speed,45,Medium Slow,"Dragon,Monster",87.5,12.5,20.0,5140.0,0,Sceptile,,,,,1.0,1
693,257,Blaziken,Mega Blaziken,6,fire,fighting,630,80,160,80,130,80,100,Blaze Pokémon,1.9,52.0,Blaze,,Speed Boost,3 Attack,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Blaziken,,,,,1.0,1
694,260,Swampert,Mega Swampert,6,water,ground,635,100,150,110,95,110,70,Mud Fish Pokémon,1.5,81.9,Torrent,,Damp,3 Attack,45,Medium Slow,"Monster,Water 1",87.5,12.5,20.0,5140.0,0,Swampert,,,,,1.0,1
695,282,Gardevoir,Mega Gardevoir,6,psychic,fairy,618,68,85,65,165,135,100,Embrace Pokémon,1.6,48.4,Synchronize,Synchronize,Telepathy,3 Sp. Atk,45,Slow,"Amorphous,Human-Like",50.0,50.0,20.0,5140.0,0,Gardevoir,,,,,1.0,1
696,302,Sableye,Mega Sableye,6,dark,ghost,480,50,85,125,85,115,20,Darkness Pokémon,0.5,11.0,Keen Eye,Keen Eye,Prankster,"1 Attack, 1 Defense",45,Medium Slow,Human-Like,50.0,50.0,25.0,6425.0,0,Sableye,,,,,1.0,1
697,303,Mawile,Mega Mawile,6,steel,fairy,480,50,105,125,55,95,50,Deceiver Pokémon,0.6,11.5,Hyper Cutter,Hyper Cutter,Sheer Force,"1 Attack, 1 Defense",45,Fast,"Fairy,Field",50.0,50.0,20.0,5140.0,0,Mawile,,,,,1.0,1
698,306,Aggron,Mega Aggron,6,steel,,630,70,140,230,60,80,50,Iron Armor Pokémon,2.1,360.0,Sturdy,Sturdy,Heavy Metal,3 Defense,45,Slow,Monster,50.0,50.0,35.0,8995.0,0,Aggron,,,,,1.0,1
699,308,Medicham,Mega Medicham,6,fighting,psychic,510,60,100,85,80,85,100,Meditate Pokémon,1.3,31.5,Pure Power,,Telepathy,2 Speed,90,Medium Fast,Human-Like,50.0,50.0,20.0,5140.0,0,Medicham,,,,,1.0,1
700,310,Manectric,Mega Manectric,6,electric,,575,70,75,80,135,80,135,Discharge Pokémon,1.5,40.2,Static,Static,Minus,2 Speed,45,Slow,Field,50.0,50.0,20.0,5140.0,0,Manectric,,,,,1.0,1
701,319,Sharpedo,Mega Sharpedo,6,water,dark,560,70,140,70,110,65,105,Brutal Pokémon,1.8,88.8,Rough Skin,,Speed Boost,2 Attack,60,Slow,Water 2,50.0,50.0,20.0,5140.0,0,Sharpedo,,,,,1.0,1
702,323,Camerupt,Mega Camerupt,6,fire,ground,560,70,120,100,145,105,20,Eruption Pokémon,1.9,220.0,Magma Armor,Magma Armor,Anger Point,"1 Attack, 1 Sp. Atk",150,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Camerupt,,,,,1.0,1
703,334,Altaria,Mega Altaria,6,dragon,fairy,590,75,110,110,110,105,80,Humming Pokémon,1.1,20.6,Natural Cure,,Cloud Nine,2 Sp. Def,45,Erratic,"Dragon,Flying",50.0,50.0,20.0,5140.0,0,Altaria,,,,,1.0,1
704,354,Banette,Mega Banette,6,ghost,,555,64,165,75,93,83,75,Marionette Pokémon,1.1,12.5,Insomnia,Insomnia,Cursed Body,2 Attack,45,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Banette,,,,,1.0,1
705,359,Absol,Mega Absol,6,dark,,565,65,150,60,115,60,115,Disaster Pokémon,1.2,47.0,Pressure,Pressure,Justified,2 Attack,30,Medium Slow,Field,50.0,50.0,25.0,6425.0,0,Absol,,,,,1.0,1
706,362,Glalie,Mega Glalie,6,ice,,580,80,120,80,120,80,100,Face Pokémon,1.5,256.5,Inner Focus,Inner Focus,Moody,2 HP,75,Medium Fast,"Fairy,Mineral",50.0,50.0,20.0,5140.0,0,Glalie,,,,,1.0,1
707,373,Salamence,Mega Salamence,6,dragon,flying,700,95,145,130,120,90,120,Dragon Pokémon,1.5,102.6,Intimidate,,Moxie,3 Attack,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Salamence,,,,,1.0,1
708,376,Metagross,Mega Metagross,6,steel,psychic,700,80,145,150,105,110,110,Iron Leg Pokémon,1.6,550.0,Clear Body,,Light Metal,3 Defense,3,Slow,Mineral,,,40.0,10280.0,0,Metagross,,,,,1.0,1
709,380,Latias,Mega Latias,6,dragon,psychic,700,80,100,120,140,150,110,Eon Pokémon,1.4,40.0,Levitate,,,3 Sp. Def,3,Slow,Undiscovered,0.0,100.0,120.0,30840.0,1,Latias,,,,,1.0,1
710,381,Latios,Mega Latios,6,dragon,psychic,700,80,130,100,160,120,110,Eon Pokémon,2.0,60.0,Levitate,,,3 Sp. Atk,3,Slow,Undiscovered,100.0,0.0,120.0,30840.0,1,Latios,,,,,1.0,1
711,382,Kyogre,Primal Kyogre,6,water,,770,100,150,90,180,160,90,Sea Basin Pokémon,4.5,352.0,Drizzle,,,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Kyogre,,,,,1.0,1
712,383,Groudon,Primal Groudon,6,ground,fire,770,100,180,160,150,90,90,Continent Pokémon,3.5,950.0,Drought,,,3 Attack,3,Slow,Undiscovered,,,120.0,30840.0,1,Groudon,,,,,1.0,1
713,384,Rayquaza,Mega Rayquaza,6,dragon,flying,780,105,180,100,180,100,115,Sky High Pokémon,7.0,206.5,Air Lock,,,"2 Attack, 1 Sp. Atk",45,Slow,Undiscovered,,,120.0,30840.0,1,Rayquaza,,,,,1.0,1
714,428,Lopunny,Mega Lopunny,6,normal,fighting,580,65,136,94,54,96,135,Rabbit Pokémon,1.2,33.3,Cute Charm,Cute Charm,Limber,2 Speed,60,Medium Fast,"Field,Human-Like",50.0,50.0,20.0,5140.0,0,Lopunny,,,,,1.0,1
715,445,Garchomp,Mega Garchomp,6,dragon,ground,700,108,170,115,120,95,92,Mach Pokémon,1.9,95.0,Sand Veil,,Rough Skin,3 Attack,45,Slow,"Dragon,Monster",50.0,50.0,40.0,10280.0,0,Garchomp,,,,,1.0,1
716,448,Lucario,Mega Lucario,6,fighting,steel,625,70,145,88,140,70,112,Aura Pokémon,1.2,54.0,Steadfast,Steadfast,Justified,"1 Attack, 1 Sp. Atk",45,Medium Slow,"Field,Human-Like",87.5,12.5,25.0,6425.0,0,Lucario,,,,,1.0,1
717,460,Abomasnow,Mega Abomasnow,6,grass,ice,594,90,132,105,132,105,30,Frost Tree Pokémon,2.2,135.5,Snow Warning,,Soundproof,"1 Attack, 1 Sp. Atk",60,Slow,"Grass,Monster",50.0,50.0,20.0,5140.0,0,Abomasnow,,,,,1.0,1
718,475,Gallade,Mega Gallade,6,psychic,fighting,618,68,165,95,65,115,110,Blade Pokémon,1.6,52.0,Steadfast,Steadfast,Justified,3 Attack,45,Slow,"Amorphous,Human-Like",100.0,0.0,20.0,5140.0,0,Gallade,,,,,1.0,1
719,531,Audino,Mega Audino,6,normal,fairy,545,103,60,126,80,126,50,Hearing Pokémon,1.1,31.0,Healer,Healer,Klutz,2 HP,255,Fast,Fairy,50.0,50.0,20.0,5140.0,0,Audino,,,,,1.0,1
720,650,Chespin,,6,grass,,313,56,61,65,48,45,38,Spiny Nut Pokémon,0.4,9.0,Overgrow,,Bulletproof,1 Defense,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Chespin,Level 16,Quilladin,Chesnaught,Level 36,1.0,0
721,651,Quilladin,,6,grass,,405,61,78,95,56,58,57,Spiny Armor Pokémon,0.7,29.0,Overgrow,,Bulletproof,2 Defense,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Chespin,Level 16,Quilladin,Chesnaught,Level 36,2.0,0
722,652,Chesnaught,,6,grass,fighting,530,88,107,122,74,75,64,Spiny Armor Pokémon,1.6,90.0,Overgrow,,Bulletproof,3 Defense,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Chespin,Level 16,Quilladin,Chesnaught,Level 36,3.0,1
723,653,Fennekin,,6,fire,,307,40,45,40,62,60,60,Fox Pokémon,0.4,9.4,Blaze,,Magician,1 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fennekin,Level 16,Braixen,Delphox,Level 36,1.0,0
724,654,Braixen,,6,fire,,409,59,59,58,90,70,73,Fox Pokémon,1.0,14.5,Blaze,,Magician,2 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fennekin,Level 16,Braixen,Delphox,Level 36,2.0,0
725,655,Delphox,,6,fire,psychic,534,75,69,72,114,100,104,Fox Pokémon,1.5,39.0,Blaze,,Magician,3 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Fennekin,Level 16,Braixen,Delphox,Level 36,3.0,1
726,656,Froakie,,6,water,,314,41,56,40,62,44,71,Bubble Frog Pokémon,0.3,7.0,Torrent,,Protean,1 Speed,45,Medium Slow,Water 1,87.5,12.5,20.0,5140.0,0,Froakie,Level 16,Frogadier,Greninja,Level 36,1.0,0
727,657,Frogadier,,6,water,,405,54,63,52,83,56,97,Bubble Frog Pokémon,0.6,10.9,Torrent,,Protean,2 Speed,45,Medium Slow,Water 1,87.5,12.5,20.0,5140.0,0,Froakie,Level 16,Frogadier,Greninja,Level 36,2.0,0
728,658,Greninja,,6,water,dark,530,72,95,67,103,71,122,Ninja Pokémon,1.5,40.0,Torrent,,Protean,3 Speed,45,Medium Slow,Water 1,87.5,12.5,20.0,5140.0,0,Froakie,Level 16,Frogadier,Greninja,Level 36,3.0,1
729,659,Bunnelby,,6,normal,,237,38,36,38,32,36,57,Digging Pokémon,0.4,5.0,Pickup,Pickup,Huge Power,1 Speed,255,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Bunnelby,Level 20,Diggersby,,,1.0,0
730,660,Diggersby,,6,normal,ground,423,85,56,77,50,77,78,Digging Pokémon,1.0,42.4,Pickup,Pickup,Huge Power,2 HP,127,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Bunnelby,Level 20,Diggersby,,,2.0,1
731,661,Fletchling,,6,normal,flying,278,45,50,43,40,38,62,Tiny Robin Pokémon,0.3,1.7,Big Pecks,,Gale Wings,1 Speed,255,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Fletchling,Level 17,Fletchinder,Talonflame,Level 35,1.0,0
732,662,Fletchinder,,6,fire,flying,382,62,73,55,56,52,84,Ember Pokémon,0.7,16.0,Flame Body,,Gale Wings,2 Speed,120,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Fletchling,Level 17,Fletchinder,Talonflame,Level 35,2.0,0
733,663,Talonflame,,6,fire,flying,499,78,81,71,74,69,126,Scorching Pokémon,1.2,24.5,Flame Body,,Gale Wings,3 Speed,45,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Fletchling,Level 17,Fletchinder,Talonflame,Level 35,3.0,1
734,664,Scatterbug,,6,bug,,200,38,35,40,27,25,35,Scatterdust Pokémon,0.3,2.5,Shield Dust,Shield Dust,Friend Guard,1 Defense,255,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Scatterbug,Level 9,Spewpa,Vivillon,Level 12,1.0,0
735,665,Spewpa,,6,bug,,213,45,22,60,27,30,29,Scatterdust Pokémon,0.3,8.4,Shed Skin,,Friend Guard,2 Defense,120,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Scatterbug,Level 9,Spewpa,Vivillon,Level 12,2.0,0
736,666,Vivillon,,6,bug,flying,411,80,52,50,90,50,89,Scale Pokémon,1.2,17.0,Shield Dust,Shield Dust,Friend Guard,"1 HP, 1 Sp. Atk, 1 Speed",45,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Scatterbug,Level 9,Spewpa,Vivillon,Level 12,3.0,1
737,667,Litleo,,6,fire,normal,369,62,50,58,73,54,72,Lion Cub Pokémon,0.6,13.5,Rivalry,Rivalry,Moxie,1 Sp. Atk,220,Medium Slow,Field,12.5,87.5,20.0,5140.0,0,Litleo,Level 35,Pyroar,,,1.0,0
738,668,Pyroar,,6,fire,normal,507,86,68,72,109,66,106,Royal Pokémon,1.5,81.5,Rivalry,Rivalry,Moxie,2 Sp. Atk,65,Medium Slow,Field,12.5,87.5,20.0,5140.0,0,Litleo,Level 35,Pyroar,,,2.0,1
739,669,Flabébé,,6,fairy,,303,44,38,39,61,79,42,Single Bloom Pokémon,0.1,0.1,Flower Veil,,Symbiosis,1 Sp. Def,225,Medium Fast,Fairy,0.0,100.0,20.0,5140.0,0,Flabébé,Level 19,Floette,Florges,use Shiny Stone,1.0,0
740,670,Floette,,6,fairy,,371,54,45,47,75,98,52,Single Bloom Pokémon,0.2,0.9,Flower Veil,,Symbiosis,2 Sp. Def,120,Medium Fast,Fairy,0.0,100.0,20.0,5140.0,0,Flabébé,Level 19,Floette,Florges,use Shiny Stone,2.0,0
741,671,Florges,,6,fairy,,552,78,65,68,112,154,75,Garden Pokémon,1.1,10.0,Flower Veil,,Symbiosis,3 Sp. Def,45,Medium Fast,Fairy,0.0,100.0,20.0,5140.0,0,Flabébé,Level 19,Floette,Florges,use Shiny Stone,3.0,1
742,672,Skiddo,,6,grass,,350,66,65,48,62,57,52,Mount Pokémon,0.9,31.0,Sap Sipper,,Grass Pelt,1 HP,200,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Skiddo,Level 32,Gogoat,,,1.0,0
743,673,Gogoat,,6,grass,,531,123,100,62,97,81,68,Mount Pokémon,1.7,91.0,Sap Sipper,,Grass Pelt,2 HP,45,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Skiddo,Level 32,Gogoat,,,2.0,1
744,674,Pancham,,6,fighting,,348,67,82,62,46,48,43,Playful Pokémon,0.6,8.0,Iron Fist,Iron Fist,Scrappy,1 Attack,220,Medium Fast,"Field,Human-Like",50.0,50.0,25.0,6425.0,0,Pancham,"Level 32, Dark type Pokémon in party",Pangoro,,,1.0,0
745,675,Pangoro,,6,fighting,dark,495,95,124,78,69,71,58,Daunting Pokémon,2.1,136.0,Iron Fist,Iron Fist,Scrappy,2 Attack,65,Medium Fast,"Field,Human-Like",50.0,50.0,25.0,6425.0,0,Pancham,"Level 32, Dark type Pokémon in party",Pangoro,,,2.0,1
746,676,Furfrou,,6,normal,,472,75,80,60,65,90,102,Poodle Pokémon,1.2,28.0,Fur Coat,,,1 Speed,160,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Furfrou,,,,,1.0,1
747,677,Espurr,,6,psychic,,355,62,48,54,63,60,68,Restraint Pokémon,0.3,3.5,Keen Eye,Keen Eye,Own Tempo,1 Speed,190,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Espurr,"Level 25, Female",Meowstic,,,1.0,0
748,678,Meowstic,Male,6,psychic,,466,74,48,76,83,81,104,Constraint Pokémon,0.6,8.5,Keen Eye,Keen Eye,Prankster,2 Speed,75,Medium Fast,Field,100.0,0.0,20.0,5140.0,0,Espurr,"Level 25, Male",Meowstic,,,2.0,1
749,679,Honedge,,6,steel,ghost,325,45,80,100,35,37,28,Sword Pokémon,0.8,2.0,No Guard,,,1 Defense,180,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Honedge,Level 35,Doublade,Aegislash,use Dusk Stone,1.0,0
750,680,Doublade,,6,steel,ghost,448,59,110,150,45,49,35,Sword Pokémon,0.8,4.5,No Guard,,,2 Defense,90,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Honedge,Level 35,Doublade,Aegislash,use Dusk Stone,2.0,0
751,681,Aegislash,Shield Forme,6,steel,ghost,500,60,50,140,50,140,60,Royal Sword Pokémon,1.7,53.0,Stance Change,,,"2 Defense, 1 Sp. Def",45,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Aegislash,,,,,1.0,1
752,681,Aegislash,Blade Forme,6,steel,ghost,500,60,140,50,140,50,60,Royal Sword Pokémon,1.7,53.0,Stance Change,,,"2 Defense, 1 Sp. Def",45,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Aegislash,,,,,1.0,1
753,682,Spritzee,,6,fairy,,341,78,52,60,63,65,23,Perfume Pokémon,0.2,0.5,Healer,,Aroma Veil,1 HP,200,Medium Fast,Fairy,50.0,50.0,20.0,5140.0,0,Spritzee,trade holding Sachet,Aromatisse,,,1.0,0
754,683,Aromatisse,,6,fairy,,462,101,72,72,99,89,29,Fragrance Pokémon,0.8,15.5,Healer,,Aroma Veil,2 HP,140,Medium Fast,Fairy,50.0,50.0,20.0,5140.0,0,Spritzee,trade holding Sachet,Aromatisse,,,2.0,1
755,684,Swirlix,,6,fairy,,341,62,48,66,59,57,49,Cotton Candy Pokémon,0.4,3.5,Sweet Veil,,Unburden,1 Defense,200,Medium Fast,Fairy,50.0,50.0,20.0,5140.0,0,Swirlix,trade holding Whipped Dream,Slurpuff,,,1.0,0
756,685,Slurpuff,,6,fairy,,480,82,80,86,85,75,72,Meringue Pokémon,0.8,5.0,Sweet Veil,,Unburden,2 Defense,140,Medium Fast,Fairy,50.0,50.0,20.0,5140.0,0,Swirlix,trade holding Whipped Dream,Slurpuff,,,2.0,1
757,686,Inkay,,6,dark,psychic,288,53,54,53,37,46,45,Revolving Pokémon,0.4,3.5,Contrary,Contrary,Infiltrator,1 Attack,190,Medium Fast,"Water 1,Water 2",50.0,50.0,20.0,5140.0,0,Inkay,"Level 30, holding console upside down",Malamar,,,1.0,0
758,687,Malamar,,6,dark,psychic,482,86,92,88,68,75,73,Overturning Pokémon,1.5,47.0,Contrary,Contrary,Infiltrator,2 Attack,80,Medium Fast,"Water 1,Water 2",50.0,50.0,20.0,5140.0,0,Inkay,"Level 30, holding console upside down",Malamar,,,2.0,1
759,688,Binacle,,6,rock,water,306,42,52,67,39,56,50,Two-Handed Pokémon,0.5,31.0,Sniper,Sniper,Pickpocket,1 Attack,120,Medium Fast,Water 3,50.0,50.0,20.0,5140.0,0,Binacle,Level 39,Barbaracle,,,1.0,0
760,689,Barbaracle,,6,rock,water,500,72,105,115,54,86,68,Collective Pokémon,1.3,96.0,Sniper,Sniper,Pickpocket,2 Attack,45,Medium Fast,Water 3,50.0,50.0,20.0,5140.0,0,Binacle,Level 39,Barbaracle,,,2.0,1
761,690,Skrelp,,6,poison,water,320,50,60,60,60,60,30,Mock Kelp Pokémon,0.5,7.3,Poison Point,Poison Point,Adaptability,1 Sp. Def,225,Medium Fast,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Skrelp,Level 48,Dragalge,,,1.0,0
762,691,Dragalge,,6,poison,dragon,494,65,75,90,97,123,44,Mock Kelp Pokémon,1.8,81.5,Poison Point,Poison Point,Adaptability,2 Sp. Def,55,Medium Fast,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Skrelp,Level 48,Dragalge,,,2.0,1
763,692,Clauncher,,6,water,,330,50,53,62,58,63,44,Water Gun Pokémon,0.5,8.3,Mega Launcher,,,1 Sp. Atk,225,Slow,"Water 1,Water 3",50.0,50.0,15.0,3855.0,0,Clauncher,Level 37,Clawitzer,,,1.0,0
764,693,Clawitzer,,6,water,,500,71,73,88,120,89,59,Howitzer Pokémon,1.3,35.3,Mega Launcher,,,2 Sp. Atk,55,Slow,"Water 1,Water 3",50.0,50.0,15.0,3855.0,0,Clauncher,Level 37,Clawitzer,,,2.0,1
765,694,Helioptile,,6,electric,normal,289,44,38,33,61,43,70,Generator Pokémon,0.5,6.0,Dry Skin,Dry Skin,Solar Power,1 Speed,190,Medium Fast,"Dragon,Monster",50.0,50.0,20.0,5140.0,0,Helioptile,use Sun Stone,Heliolisk,,,1.0,0
766,695,Heliolisk,,6,electric,normal,481,62,55,52,109,94,109,Generator Pokémon,1.0,21.0,Dry Skin,Dry Skin,Solar Power,"1 Sp. Atk, 1 Speed",75,Medium Fast,"Dragon,Monster",50.0,50.0,20.0,5140.0,0,Helioptile,use Sun Stone,Heliolisk,,,2.0,1
767,696,Tyrunt,,6,rock,dragon,362,58,89,77,45,45,48,Royal Heir Pokémon,0.8,26.0,Strong Jaw,,Sturdy,1 Attack,45,Medium Fast,"Dragon,Monster",87.5,12.5,30.0,7710.0,0,Tyrunt,"Level 39, Daytime",Tyrantrum,,,1.0,0
768,697,Tyrantrum,,6,rock,dragon,521,82,121,119,69,59,71,Despot Pokémon,2.5,270.0,Strong Jaw,,Rock Head,2 Attack,45,Medium Fast,"Dragon,Monster",87.5,12.5,30.0,7710.0,0,Tyrunt,"Level 39, Daytime",Tyrantrum,,,2.0,1
769,698,Amaura,,6,rock,ice,362,77,59,50,67,63,46,Tundra Pokémon,1.3,25.2,Refrigerate,,Snow Warning,1 HP,45,Medium Fast,Monster,87.5,12.5,30.0,7710.0,0,Amaura,"Level 39, Nighttime",Aurorus,,,1.0,0
770,699,Aurorus,,6,rock,ice,521,123,77,72,99,92,58,Tundra Pokémon,2.7,225.0,Refrigerate,,Snow Warning,2 HP,45,Medium Fast,Monster,87.5,12.5,30.0,7710.0,0,Amaura,"Level 39, Nighttime",Aurorus,,,2.0,1
771,700,Sylveon,,6,fairy,,525,95,65,65,110,130,60,Intertwining Pokémon,1.0,23.5,Cute Charm,,Pixilate,2 Sp. Def,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,"after Fairy-type move learned, and either ♥♥ Affection in Gen 6-7 or high friendship in Gen 8+",Sylveon,,,2.0,1
772,701,Hawlucha,,6,fighting,flying,500,78,92,75,74,63,118,Wrestling Pokémon,0.8,21.5,Limber,Limber,Mold Breaker,2 Attack,100,Medium Fast,"Flying,Human-Like",50.0,50.0,20.0,5140.0,0,Hawlucha,,,,,1.0,1
773,702,Dedenne,,6,electric,fairy,431,67,58,57,81,67,101,Antenna Pokémon,0.2,2.2,Cheek Pouch,Cheek Pouch,Plus,2 Speed,180,Medium Fast,"Fairy,Field",50.0,50.0,20.0,5140.0,0,Dedenne,,,,,1.0,1
774,703,Carbink,,6,rock,fairy,500,50,50,150,50,150,50,Jewel Pokémon,0.3,5.7,Clear Body,,Sturdy,"1 Defense, 1 Sp. Def",60,Slow,"Fairy,Mineral",,,25.0,6425.0,0,Carbink,,,,,1.0,1
